제품명,리뷰어,리뷰어 정보,별점,한달이상사용,재구매여부,리뷰내용,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요,자극도_보통이에요,자극도_자극없이 순해요,자극도_자극이 느껴져요
"[7월 올영픽/단독기획] 파티온 노스카나인 트러블 크림 45ml 기획(+크림5ml, 세럼15ml 증정)",짱다,지성 봄웜톤 모공 블랙헤드,5,1,0,피부 장벽 다 무너지고 턱 주위 모낭염을 없애보려 구매했습니다. 결론부터 얘기하면 확실히 효과 좋네요 여러 크림들 피부 진정성분 및 피지 분비 조절 효과 있는지 리뷰 하나하나 읽어 보고 구매 결정했어요 바르는 즉시 효과 나타난다고 하여 며칠 바르고 나니 정말로 피부가 진정된게 느껴져서 앞으로도 꾸준히 사용할 예정입니다 매일 저녁에 크림을 바르는 걸 추천드려요!,0,1,0,1,0,0,0,1,0
[NEW]에스트라 아토베리어365 크림 80ml,,,5,0,0,"1. 나이가 드니까 맞는 크림
인체대격변 시대에 스쿠알란만 들어가면 번들번들했는데
지금은 없어서 못바릅니다.
이것도 번들번들했는데 지금 걍 쫙쫙 먹어요.

2. 간지러움 x
피부가려움 항상 달고 살았는데 이거 바른날은 없어요.
그래서 여행가방에도 들고다닙니다.


.총평
사랑해 사람들이 널사랑하는덴 이유가 다있어",0,1,0,1,0,0,0,1,0
[NEW]에스트라 아토베리어365 크림 80ml,집나간사자,복합성 겨울쿨톤 각질 다크서클,5,1,0,색 이쁘고 웜톤이 화사하고 발랄하게 바르기 좋아요 요풀레는 있음,1,0,0,1,0,0,0,1,0
[NEW]에스트라 아토베리어365 크림 80ml,무화과브레드푸딩,건성 웜톤 각질 다크서클,5,0,0,"한달사용 후기입니다!
사계절 내내 잘 사용하고 있어요
보습이 좋고 피부장벽이 형성되는것 같아요",1,0,0,1,0,0,0,1,0
[NEW]에스트라 아토베리어365 크림 80ml,젤리스타,민감성 겨울쿨톤 다크서클 모공,5,1,0,다른 크림 사용하다가도 결국 재구매하는 아이템. 돌고돌아 사계절은 모두 이 크림으로 종결합니다,1,0,0,1,0,0,0,1,0
[NEW]에스트라 아토베리어365 크림 80ml,츄리닝,건성 웜톤 민감성 트러블,5,0,0,"요거는 데일리템
아침에 스킨 찹찹
요거 크림 톡톡
선크림
후
베이스",0,0,1,0,0,1,0,1,0
[화해1위/수분쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),,,1,0,0,이거 쓰고 피부 확 뒤집어지고 접촉성 피부염에 걸림... 항생제 먹고 이 화장품 사용 안하니까 귀신같이 면포가 안정화 되고 피부염도 진정됨... 여름에 쿨링감은 좋아서 확실히 진정은 되는 느낌인데 민감성 피부는 비추천함..,0,0,1,1,0,0,0,0,1
[화해1위/수분쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),JUN7,,5,0,0,지성피부인데 트러블도 안나고 좋았어요 속보습 잘해주구요,0,0,1,1,0,0,0,1,0
[화해1위/수분쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),건강한삶,지성 쿨톤 모공 미백,5,1,0,"🫧피부타입: 수부지/민감피부/봄브라이트/겨울비비드

🫧솔직후기
여름이라 가벼운 수분크림 찾다가 이 제품 새로 나와길래 궁금해서 구매해봤어요 원래 에스네이처 크림 잘 사용했어서 거부감 없이 구매했는데 역시나 너무 잘 맞았어요
일단 제형은 젤 타입이라 발림성도 좋고 흡수도 금방돼서 데일리로 사용하기 너무 좋더라고요
마무리감도 산뜻해거 여름에 사용하기 딱이에요 저는 수부지라 속건조가 있는데 이 제품이 딱 잡아주더라고요 이 제품 사용한 다음날에 보면 T존에 약간의 유분기가 올라오긴 하는데 트러블이 올라오거나 모공을 막는게 아니라 괜찮았어요 발랐을 때 쿨링감도 느껴져서 진정에도 딱이더라고요 여름에 사용할 수분크림 찾으신다면 이 제품 너무너무 추천합니다",0,1,0,0,0,1,0,1,0
[화해1위/수분쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),신은혜,복합성 봄웜톤 모공 민감성,5,0,0,확실히 쿨링감이 있긴 하네요~ 수분감이 있어요^^ 여름에 쓰기 좋은듯해여,0,0,1,0,0,1,0,1,0
[화해1위/수분쿨링진정] 에스네이처 아쿠아 오아시스 수분 젤크림 90ml 기획 (+카밍패드 2매),아따맘마쓰,민감성 웜톤 각질 모공,3,0,0,"쿨링감 엄청남
그냥 쓰지 말고 냉장고 넣어놔야됨
드라이아이스마냥 차가움
볼따구에 민감성 바로 올리면 큰일남 차가워서 솜 얹고 올리길 추천 광대쪽만

근데 다 좋은데 가격이 너무 비싸고 양이 너무 부족 이거 쓰면 좁쌀 요철 없어지는거 맞음 근데 가격 비싸서 이거 살 빠엔 그냥 알로에 쓰겠음 효과 비슷함

솔직히 지성한텐 알로에가 더 좋은듯 왜냐 이거는 팩 처럼 많이 올리면 미끄덩 한게 아니라 끈적함
그래서 씻어내야함

근데 쿨링감은 일단 1위인듯 여드름 압출햇고 진정 필요하다 한방으로 필요하몀 이거 쓰셈",0,1,0,0,0,1,1,0,0
[단독기획] 메이크프렘 인테카 수딩크림 50ml+31ml 기획,,,4,0,0,"토출구가 깔끔해서 지저분하지 않아요
여름철 크림은 너무 무거워서 못쓸때
이런 수딩크림이 딱인것같아요
지성피부가 쓰기좋아요",0,0,1,0,0,1,0,1,0
[단독기획] 메이크프렘 인테카 수딩크림 50ml+31ml 기획,너티,트러블성 가을웜톤 모공 민감성,5,1,0,몇 통째 비우는지 모를정도로 사계절 내내 인테카 수딩크림만 주야장천 사용하고 있어요. 더운 여름에는 산뜻하게 발리고 금방 흡수되어서 정말 좋고. 겨울에도 건조하지 않게 속 수분감 꽉 잡아주어서 딱이에요. 흡수 빠르면서 수분과 진정감 채워주는 크림은 인테카가 갑이네요.,0,1,0,0,0,1,0,1,0
[단독기획] 메이크프렘 인테카 수딩크림 50ml+31ml 기획,프로티티,복합성 웜톤 민감성 트러블,5,0,1,"한통 다 사용해가는데 제가 정말 애용하는 크림입니다🤍

수딩크림들은 빠르게 건조되어 속당김이 느껴지는 제품이 많은데 이 제품은 💚진정💚보습💚저자극💚
다 챙겨가는 제품입니다~!!
건성이지만 이마에 유분감있는 보습크림만 바르면 좁쌀+붉은 뾰루지 폭발하던 저를 구원해준 제품이에요!!
외출하지 않을 때 아침에는 항상 발라주고
나이트케어 시 리들샷 도포 후 스킨케어 마지막 단계에 이마에 도포해주면 건조하지도 않고 좁쌀도 안 나고 너무 좋아요!!

건성이신 분들은 아침에 화장할 때 발라주셔도 무리 없이 화장 잘 먹어요 ㅎㅎ

성분도 착하고 휘뚜루마뚜루 사용하기 너무 좋은 크림💚
트러블에 고민하시던 분들!! 보습+진정 챙기고 싶긴 한데 여름이라 좀만 가벼우면 좋을 크림 찾으시는 분들!!
여깁니다 여기에요~~~~!!",1,0,0,0,0,1,0,1,0
[단독기획] 메이크프렘 인테카 수딩크림 50ml+31ml 기획,껴드랑이,건성 웜톤 다크서클 모공,5,0,0,제형감이 산뜻하지만 촉촉하고 금방날아가지않아요 한달사용해보고 뜌 리뷰남겨볼게요 턱드림때문에 열받아서 주문한크림입니당,0,1,0,0,0,1,0,1,0
[단독기획] 메이크프렘 인테카 수딩크림 50ml+31ml 기획,뷰티융,복합성 웜톤 잡티 주름,5,0,0,진정에 진짜 좋은거 같아요 튜브 타입이라 더 마음에 듭니다 재구매 예정,0,1,0,0,0,1,0,1,0
[크림본품증정] 라운드랩 자작나무 수분 크림 80ml 1+1 기획 (+50ml),,,5,0,0,라운드랩 자작나무 수분크림은 스킨케어 마지막 단계에 발라도 밀리거나 기름지지않아서 지성과 복합성에도 잘 맞는 것 같아요. 전 복합성인데 남동생이 지성이라 남동생에게 쓰게 줬더니 잘 맞는다고 하더라구요! 자극도 없고 순한 편이라 정말 추천추천입니당 :),0,1,0,1,0,0,0,1,0
[크림본품증정] 라운드랩 자작나무 수분 크림 80ml 1+1 기획 (+50ml),정E,건성 쿨톤 미백 잡티,5,1,0,"자작나무 수분크림 순하고 좋아요.
무난하고 무탈한 크림이에요",1,0,0,1,0,0,0,1,0
[크림본품증정] 라운드랩 자작나무 수분 크림 80ml 1+1 기획 (+50ml),닝닝닝이,복합성 여름쿨톤 모공 탄력,5,1,0,"무난하게 잘 써왔던 제품이라 또 구매했답니다.
트러블 안 나고 좋아요",0,1,0,1,0,0,0,1,0
[크림본품증정] 라운드랩 자작나무 수분 크림 80ml 1+1 기획 (+50ml),닝닝닝이,복합성 여름쿨톤 모공 탄력,5,0,1,촉촉하지만 건조하지 않아서 한여름마다 잘 사용하고 있는 수분크림입니다,0,1,0,0,0,1,1,0,0
[크림본품증정] 라운드랩 자작나무 수분 크림 80ml 1+1 기획 (+50ml),나도고양이줘,복합성 가을웜톤 모공 미백,5,1,0,몇통째 비웠는지 알수없을만큼 매일 사용하고 있는 제품이에요. 대용량이라서 좋고 휴대하기 간편하게 튜브형으로 구매했어요. 피부가 민감한편인데도 자극이 없고 가볍게 여러번 레이어링하기에 좋은 제품이에요!,0,1,0,1,0,0,0,1,0
[단독기획] 토리든 다이브인 저분자 히알루론산 크림 80ml 기획(+크림 20ml 추가증정),,,5,0,0,"💙토리든 히알루론산 크림vs수딩크림 비교💙

여름에 쓰려고 아껴놨던 토리든 수딩크림이 생각보다 별..로라서 '크림'으로 다시 구매해봤어요!

-건성, 여름엔 수부지
-깔끔하게 흡수되는 타입 선호 (메이크업 전 사용)
-예민한 피부, 편안한 사용감 선호

💙수분감 : 수딩크림>크림

💙보습감 : 크림>수딩크림
-수딩크림은 진짜 수분만 가득한 시원한 느낌이라면 크림은 가벼운 에멀전 제형이에요! 건조하면 기름나오시는 분들께는 크림 추천드려요. 유분감이 심하진 않아서 지성분들도 괜찮을것 같아요! 수딩크림은 보습이 부족해서 에어컨 아래에서는 바짝 건조해졌어요

💙흡수력(마무리감) : 크림>>>수딩크림
-이게 중요해요.. 수딩크림은 젤 제형 특유의 막같은게 남아서 습기찬날에는 답답하고 기름지고 뭉쳐서 사용이 어려웠는데, 크림은 그냥 안으로 흡수되어서 깔끔해요! 화장 전에 바르기 가능.. 그래도 히알루론산 특유의 잔여감은 있긴 해요 ㅋㅋㅠ

여름에 데일리로 바르실 분들은 수딩크림말고 이 크림 추천드려요! 지금 장마철이라 얘도 완벽하게 맘에 들진 않는데, 장마끝나고는 어떤지 한달리뷰에 적어볼게요",0,1,0,1,0,0,0,1,0
[단독기획] 토리든 다이브인 저분자 히알루론산 크림 80ml 기획(+크림 20ml 추가증정),포즈커,건성 겨울쿨톤 다크서클 민감성,5,0,0,잘 쓰고있어요 다 써가서 또 구매해야해욥... 그래듀 나름 가성비 있게 무난하게 잘 쓰고있어용. 유툽에서 추천받아서 사게됬는뎅 좋은거같아요 다른거 나오지ㅜ않는이상 계속이거 쓸거같아요 세일마니햇으면 좋겠어용 ㅎㅎㅎ 전 대만족입니당.,0,1,0,1,0,0,0,1,0
[단독기획] 토리든 다이브인 저분자 히알루론산 크림 80ml 기획(+크림 20ml 추가증정),눙누난나,트러블성 웜톤 각질 모공,5,1,1,"피부타입: 복합성 피부고민:여드름,속건조 등

보습감: 속 건조 있으신 분들 추천(본래 여드름은 속 건조가 생기면 좁쌀 여드름이 되며 여드름으로 큰다는....)
끈적임: 없음!
화장할 때: 밀림 전혀 없고 화장을 잘 먹게 해주며 기름도 덜 생겨요! 그리고 계절을 타지 않아 봄~겨울까지 4 계절 내내 쓸 수 있어요!

토리든 자체가 순하게 나오고 유분감이 덜해서 극건성분들은 잘 모르지만 건성부터 민감성, 여드름 피부, 지성, 복합성 다 쓸 수 있는 크림이에요! 진짜N통째 비우고 있어요! 저 원래 리뷰 잘 못써서 안쓰는데 이건 정말 몇년째 사용중이라 후기 남겨요! 가격도 저렴하고 저렴한 만큼 성분은 물론 유수분 밸런스를 잡아줘서 너무 좋아요.
같이 쓰면 좋은 토너는 토리든 히알루론산 그 파란통토너 있자나요..(이름이 기억이..ㅎㅎ ㅈㅅ해유)
아니 지금 리뷰 보고만 있는겨? 당장 올영 앱에서 사유!(매장에는 안파는 매장이 많고 앱에서 배송 시켜야 해우ㅠㅜ 매장도 많이 들어 올 수 있게해주셔유~ 그럼 안냥~~~",0,1,0,1,0,0,0,1,0
[단독기획] 토리든 다이브인 저분자 히알루론산 크림 80ml 기획(+크림 20ml 추가증정),박은서,,5,0,1,데일리용으로 잘 사용하고 있습니다. 만족하면서 꾸준하게 쓰고 있어요!,1,0,0,1,0,0,0,1,0
[단독기획] 토리든 다이브인 저분자 히알루론산 크림 80ml 기획(+크림 20ml 추가증정),iwww****,복합성 웜톤 모공 트러블,5,0,1,한통 써보고 무난무난 괜찮아서 재주문했어요 가격도 그렇고 지성한테 무난무난하게 괜찮은 순한 크림같아요 히알루론산 크림이 필요해서 썼었는데 저번에 같은 브랜드로 쓰던 어떤크림이 사라져서 같은거겠거니 하고 계속 사용중이긴 합니당. 괜찮아용 다 쓰면 또살계획이에욥,0,0,1,1,0,0,0,1,0
브링그린 티트리시카수딩크림플러스 더블한정기획(+토너250)(배스킨콜라보),,,5,0,0,"✨냄새가 코를 찌르지만 효과도 직빵인 크림✨

이거 꿀템입니다 진짜 두툼하게 올리고 토너패드 올려주세요
티트리시카 제품이 워낙 쿨링감이 있잖아요!? 근데 여름철
이니까 또 쿨링효과를 더욱 줘서 모공을 조여야해요!!
그래서 꼭 쿨링효과가 있는 제품 토너패드를 브링그린 시카 크림 올린 후 그 위에 팩처럼 올려주세요! 제품이 증발하지 않고 피부 속에 유효 성분이 쏙쏙 들어갑니다!

➰강추하는 꿀꿀조합➰
1. 셀퓨전씨 쿨링패드 + 브링그린 티트리시카크림
2. 메디힐 티트리패드+ 브링그린 티트리시카크림
진짜 이렇게 꼭꼭 써보세요.. 꿀피부 보장이요!!!

조금이라도 도움되셨다면, “도움돼요👍🏻” 부탁드려요💗",0,1,0,0,0,1,0,1,0
브링그린 티트리시카수딩크림플러스 더블한정기획(+토너250)(배스킨콜라보),코코몽소세지,건성 각질 모공,5,1,0,"1+1혜자 기획 갓성비템
용량도 크고 좋다능 자극없고 끈적임 없고 산뜻 촉촉템 존좋!",0,0,0,0,0,0,0,0,0
브링그린 티트리시카수딩크림플러스 더블한정기획(+토너250)(배스킨콜라보),한구슬,복합성 쿨톤 다크서클 모공,5,0,0,"40대 골드 올챙이 언니야
이게 우리 신랑 최애템이야
우리 신랑은 뭘 사줘도 좋다. 표현을 안 해
해도 뭐가 자기야 이거 없어~ 자기야 이거 다 써가~
이게 최고 표현이야 그럼 이게 찐이라는 거지
근데 갑자기 어제 쇼핑하는데 전화로 자기 최애템 사오래 너무 깜짝 놀랬어. 그래서 그게 뭐냐고 물어보니까
초록색 크림통 이래 여름 되면 자기 쓰는 거
세상에 이거 완전 찐이야.
단번에 알았지 브링그린이라는 걸.
사실 하나 쟁여둔 거 있는데.
이 정도로 표현하면 하나 또 사야 되지 않겠어 ?
그래서 이 언니 크림 폼클렌징 다 산다
우리 신랑은 지성이야. 악지성 나랑 정반대지
그래서 이게 산뜻하니 좋나봐
나는 보습감이 약하다 생각해서 안 쓰는데 생각해 보니까 작년에 우리 신랑만 썼어
지성 친구들 지성인이 사랑한 크림과 폼클렌징이야
아 맞다 하나 더 있어? 뱀부차 폼클렌징
나 이거 적극 추천할게 지성 친구들 꼭 한 번 써봐",0,0,0,0,0,0,0,0,0
브링그린 티트리시카수딩크림플러스 더블한정기획(+토너250)(배스킨콜라보),골드올챙이야,약건성 쿨톤 각질 모공,4,1,0,"👉 한달이상사용후기

🙋‍♀️ 피부타입 : 트러블성, 수부지

✅️ 쿨링감 있는 티트리 수딩크림
- 바르면 살짝 시원한 느낌이 들어요
- 열감 낮춰주는데 좋음

✅️ 수분감⭕️ 보습감❌️
- 촉촉하지만 유지력이 살짝 부족해서 건성분들은 건조할 가능성이 있어요.
- 앰플 안바르고 단독으로 바르면 수부지 기준 살짝 건조함을 느꼈늡니다.

✅️ 트러블 피부 사용가능
- 자극성 없고 진정 효과도 있었어요.
- 좀더 정확히는 예방의 느낌이고 발생한 트러블을 가라앉히는데는 조금 부족했습니다.",0,0,0,0,0,0,0,0,0
